uid,name,vendor_name,address,latitude,longitude,city,country,open,close,logo_url,staff,payment_modes,contact_numbers,station_type,postal_code,zone,0,available,capacity,cost_per_unit,power_type,total,type,vehicle_type
BatterySmart-0045,Battery Smart Swap Station-0045,BatterySmart,"A-10, Sanjay Nagar, Mahendra Park, Jahangirpuri, Delhi, 110033",28.728001,77.170502,New Delhi,India,9:00:00 AM,9:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110033,north-west-delhi,,,,,,,,
BatterySmart-0051,Battery Smart Swap Station-0051,BatterySmart,"New modern road, sewa dham, Shahdara",28.717739,77.308136,New Delhi,India,9:00:00 AM,9:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110032,east-delhi,,,,,,,,
BatterySmart-0053,Battery Smart Swap Station-0053,BatterySmart,"House No 3, KH NO.910/466, Ground Floor,Village Haiderpur, Landmark Near Syndicate Bank, New Delhi,",28.7288,77.1455,New Delhi,India,6:00:00 AM,12:00:00 PM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110088,north-west-delhi,,,,,,,,
BatterySmart-0054,Battery Smart Swap Station-0054,BatterySmart,"Plot no 3 khasta no 26, arya nagar, Chander vihar near Sukar bazaar chowk, New Delhi 110041",28.6593,77.063904,New Delhi,India,7:00:00 AM,10:00:00 PM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110041,west-delhi,,,,,,,,
BatterySmart-0055,Battery Smart Swap Station-0055,BatterySmart,"shop no. 2 , samrat enclave , pitampura , ND -34",28.693399,77.143204,New Delhi,India,7:00:00 AM,10:00:00 PM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110088,north-west-delhi,,,,,,,,
BatterySmart-0056,Battery Smart Swap Station-0056,BatterySmart,Dallpura Village,28.6154,77.318802,New Delhi,India,9:00:00 AM,9:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110096,east-delhi,,,,,,,,
BatterySmart-0057,Battery Smart Swap Station-0057,BatterySmart,"Plot No. 48, Kh. Wo 13, Ground floor, Najafgarh Road, Block B, Nishant Park, Village Kakrola , New",28.6238,77.026299,New Delhi,India,7:00:00 AM,9:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110078,west-delhi,,,,,,,,
BatterySmart-0059,Battery Smart Swap Station-0059,BatterySmart,"A2/1 30foot road Chanakya place, New Delhi 110059",28.622,77.080101,New Delhi,India,9:00:00 AM,9:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110059,west-delhi,,,,,,,,
BatterySmart-0061,Battery Smart Swap Station-0061,BatterySmart,"Swaroop Nagar, Near Vijay Chowk,Burari Road, Kathiya Baba ashram New Delhi 110042",28.7637,77.173897,New Delhi,India,9:00:00 AM,9:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110042,north-west-delhi,,,,,,,,
BatterySmart-0062,Battery Smart Swap Station-0062,BatterySmart,"WZ-59,F, Possangipuri, Janakpuri, New Delhi 110058",28.629,77.082802,New Delhi,India,7:00:00 AM,10:00:00 PM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110058,west-delhi,,,,,,,,
BatterySmart-0064,Battery Smart Swap Station-0064,BatterySmart,"E78, Block E, Shastri Park, Shahdara, Delhi, 110053",28.6731,77.257301,New Delhi,India,8:00:00 AM,11:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110053,east-delhi,,,,,,,,
BatterySmart-0065,Battery Smart Swap Station-0065,BatterySmart,"Drona Group of Institutes, Chankya Palace, Uttam Nagar, 25 Feet Rd, Sitapuri Part 2, Sitapuri, New",28.618401,77.0774,New Delhi,India,7:00:00 AM,10:00:00 PM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110059,west-delhi,,,,,,,,
BatterySmart-0067,Battery Smart Swap Station-0067,BatterySmart,"Main Mubarakpur Road, near Baba Haridas Vatika, Prem Nagar-3, Kiradi, Delhi, 110086",28.7097,77.049202,New Delhi,India,9:00:00 AM,9:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110086,north-west-delhi,,,,,,,,
BatterySmart-0069,Battery Smart Swap Station-0069,BatterySmart,"Shop no 171, Sabji Mandi, Narang Colony, Tri Nagar, Delhi, 110035",28.687799,77.160599,New Delhi,India,6:00:00 AM,12:00:00 PM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110035,north-west-delhi,,,,,,,,
BatterySmart-0071,Battery Smart Swap Station-0071,BatterySmart,"8614/11 , Gau shala road, kishan ganj market , ND-05",28.663099,77.197601,New Delhi,India,7:00:00 AM,10:00:00 PM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110006,north-delhi,,,,,,,,
BatterySmart-0074,Battery Smart Swap Station-0074,BatterySmart,"B-8,Main road Jhoripur extension, Opp. Hdfc bank, 110094",28.7173,77.288597,New Delhi,India,10:00:00 AM,7:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110094,north-east-delhi,,,,,,,,
BatterySmart-0076,Battery Smart Swap Station-0076,BatterySmart,"A-31/A,Brij puri, Main Wazirabad road, Delhi 94, Bhajanpura",28.708164,77.271675,New Delhi,India,10:00:00 AM,8:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110094,north-east-delhi,,,,,,,,
BatterySmart-0077,Battery Smart Swap Station-0077,BatterySmart,"A-1/3, Main Nathu Colony chowk, Shahdara, Delhi",28.694901,77.299202,New Delhi,India,9:00:00 AM,11:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110032,east-delhi,,,,,,,,
BatterySmart-0081,Battery Smart Swap Station-0081,BatterySmart,"Fateh Nagar, Road,  Block B, New Delhi, 110018",28.6392,77.100998,New Delhi,India,6:00:00 AM,12:00:00 PM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110018,west-delhi,,,,,,,,
BatterySmart-0082,Battery Smart Swap Station-0082,BatterySmart,"E-11-A176 B, G/F, Shastri Park, Near HP Petrol Pump. 110053",28.677601,77.255699,New Delhi,India,9:00:00 AM,10:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110053,east-delhi,,,,,,,,
BatterySmart-0083,Battery Smart Swap Station-0083,BatterySmart,"E-11/A-158 Buland Masjid KH No 75, Shastri Park Delhi-110053",28.673201,77.257301,New Delhi,India,9:00:00 AM,11:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110053,east-delhi,,,,,,,,
BatterySmart-0086,Battery Smart Swap Station-0086,BatterySmart,"2nd Floor KH No 37/21, Street no 10, Block A, Kaushik Enclave, Landmark,  Banaras Sweet, North Delh",28.766899,77.186203,New Delhi,India,8:00:00 AM,8:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110084,north-delhi,,,,,,,,
BatterySmart-0087,Battery Smart Swap Station-0087,BatterySmart,"W/0, Suresh chand k-89/1, Dilli Darbar road, Bhajanpura.",28.7017,77.2659,New Delhi,India,9:00:00 AM,9:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110032,east-delhi,,,,,,,,
BatterySmart-0088,Battery Smart Swap Station-0088,BatterySmart,"C block,1977,Main road,Jahangirpuri, New delhi-110033",28.736601,77.167,New Delhi,India,9:00:00 AM,9:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110033,north-west-delhi,,,,,,,,
BatterySmart-0089,Battery Smart Swap Station-0089,BatterySmart,"Ganesha park,Uttam nagar, A-63, Astal road-110059",28.636,77.050797,New Delhi,India,7:00:00 AM,12:00:00 PM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110059,west-delhi,,,,,,,,
BatterySmart-0090,Battery Smart Swap Station-0090,BatterySmart,H. No 14 khasra no 9/15 Kamrudin village yadav park extension near janta Dharm kanta,28.685301,77.059898,New Delhi,India,8:00:00 AM,10:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110041,west-delhi,,,,,,,,
BatterySmart-0091,Battery Smart Swap Station-0091,BatterySmart,"A-1/293A,asthal road,near holy chowk,Uttam nagar-110059",28.633699,77.058296,New Delhi,India,10:00:00 AM,8:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110059,west-delhi,,,,,,,,
BatterySmart-0093,Battery Smart Swap Station-0093,BatterySmart,"E11A/162,murga market road,shastri park-110053",28.677,77.254501,New Delhi,India,8:00:00 AM,10:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110053,east-delhi,,,,,,,,
BatterySmart-0094,Battery Smart Swap Station-0094,BatterySmart,"Gandhi Nagar, Seelampur Road, Shahdara New Delhi",28.65143,77.267097,New Delhi,India,9:00:00 AM,8:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110032,east-delhi,,,,,,,,
BatterySmart-0098,Battery Smart Swap Station-0098,BatterySmart,"RZB-44, Nandram Park, Bhagat Enclave, Bindapur, Maitala road, Near Sunday Market, Gali No-08, Uttam",28.620501,77.065804,New Delhi,India,8:00:00 AM,10:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110059,west-delhi,,,,,,,,
BatterySmart-0099,Battery Smart Swap Station-0099,BatterySmart,"F-5/226, Block F, Sector 16, Rohini, Delhi, 110085",28.741301,77.123398,New Delhi,India,9:00:00 AM,9:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110085,north-delhi,,,,,,,,
BatterySmart-0100,Battery Smart Swap Station-0100,BatterySmart,"Pipe Line, Near HP Petrol Pump, Shastri Park, Delhi 110053",28.679001,77.253304,New Delhi,India,8:00:00 AM,10:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110053,east-delhi,,,,,,,,
BatterySmart-0105,Battery Smart Swap Station-0105,BatterySmart,"G-48, Near Khajoor wali masjid, Janta Majdoor Colony, Delhi-110053",28.685699,77.277603,New Delhi,India,7:00:00 AM,11:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110053,east-delhi,,,,,,,,
BatterySmart-0106,Battery Smart Swap Station-0106,BatterySmart,"RZ-439 Lane number 3, Sagarpur, New Delhi-110046",28.606026,77.103554,New Delhi,India,8:00:00 AM,9:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110046,south-west-delhi,,,,,,,,
BatterySmart-0107,Battery Smart Swap Station-0107,BatterySmart,"E11/A-162, T huts E Block, G. T. Road Near Petrol Pump, Shastri Park, East Delhi - 110053",28.6784,77.252998,New Delhi,India,8:00:00 AM,10:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110053,east-delhi,,,,,,,,
BatterySmart-0111,Battery Smart Swap Station-0111,BatterySmart,"Khasra number 21, 17, Main Pushta Rd, Swaroop Nagar, Bhalswa, Delhi, 110042",28.7631,77.174202,New Delhi,India,9:00:00 AM,9:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110042,north-west-delhi,,,,,,,,
BatterySmart-0112,Battery Smart Swap Station-0112,BatterySmart,"Road no. 65, Pili Mitti, Near Jafrabad Metro Station. Delhi-110053",28.6882,77.2752,New Delhi,India,6:00:00 AM,11:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110053,east-delhi,,,,,,,,
BatterySmart-0113,Battery Smart Swap Station-0113,BatterySmart,"House no 1, KH NO 407, Ground floor, GTK IND Area Landmark near Gas Godown, Delhi 110033",28.704201,77.183998,New Delhi,India,9:00:00 AM,9:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110033,north-west-delhi,,,,,,,,
BatterySmart-0114,Battery Smart Swap Station-0114,BatterySmart,"A-221, JJ Colony, near Madipur Metro station, Delhi 110026",28.6814,77.1194,New Delhi,India,9:00:00 AM,9:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110026,west-delhi,,,,,,,,
BatterySmart-0115,Battery Smart Swap Station-0115,BatterySmart,Uttam Nagar Smart E Station,28.6334,77.0653,New Delhi,India,9:00:00 AM,9:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110059,west-delhi,,,,,,,,
BatterySmart-0116,Battery Smart Swap Station-0116,BatterySmart,"Multi level car parking, sector 18, Atta Market, Noida.",28.6047,77.309502,New Delhi,India,9:00:00 AM,7:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,201301,,,,,,,,,
BatterySmart-0172,Battery Smart Swap Station-0172,BatterySmart,"C Block, Gali no.3, Sant Nagar,Burari, New Delhi, 110084",28.752701,77.198997,New Delhi,India,8:00:00 AM,9:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110084,north-delhi,,,,,,,,
BatterySmart-0117,Battery Smart Swap Station-0117,BatterySmart,"S/o Kishor Lal 8, G/F Gujjar Basti, Village Gharoli, Near Primary School, Delhi-110096",28.621901,77.327698,New Delhi,India,9:00:00 AM,7:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110096,east-delhi,,,,,,,,
BatterySmart-0118,Battery Smart Swap Station-0118,BatterySmart,B1/144 balaji erickshaw parking near new ashok nagar metro station,28.618,77.305901,New Delhi,India,9:00:00 AM,7:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110018,west-delhi,,,,,,,,
BatterySmart-0119,Battery Smart Swap Station-0119,BatterySmart,"Block B-3 shop near ghodewala mandir ,raghubir nagar",28.658701,77.109299,New Delhi,India,9:00:00 AM,7:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110027,west-delhi,,,,,,,,
BatterySmart-0120,Battery Smart Swap Station-0120,BatterySmart,"A-74, Pankha Road, Uttam Nagar, ( Near Uttam Nagar east metro station), New Delhi - 110059",28.632,77.066299,New Delhi,India,9:00:00 AM,9:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110059,west-delhi,,,,,,,,
BatterySmart-0121,Battery Smart Swap Station-0121,BatterySmart,"Cycle rickshaw stand, near dargah, Bela road, Jamnabazaar , ND-110006",28.660101,77.234802,New Delhi,India,9:00:00 AM,7:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110006,north-delhi,,,,,,,,
BatterySmart-0122,Battery Smart Swap Station-0122,BatterySmart,"Plot No. 451, Saperewali gali, Aali village, (Mohan estate), New Delhi -110076",28.521799,77.309799,New Delhi,India,6:00:00 AM,9:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110076,south-delhi,,,,,,,,
BatterySmart-0123,Battery Smart Swap Station-0123,BatterySmart,"WZ-403 i, Naraina village, ND - 110028",28.6311,77.139503,New Delhi,India,6:00:00 AM,9:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110028,south-west-delhi,,,,,,,,
BatterySmart-0125,Battery Smart Swap Station-0125,BatterySmart,"H.No-52, Pusta Service Road, Parsahadi Mohalla, New usmanpur, Delhi-110053",28.691601,77.254303,New Delhi,India,7:00:00 AM,11:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110053,east-delhi,,,,,,,,
BatterySmart-0127,Battery Smart Swap Station-0127,BatterySmart,"Seelampur, Gurudwara , Sabri Batteries",28.677401,77.266403,New Delhi,India,10:00:00 AM,10:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110053,east-delhi,,,,,,,,
BatterySmart-0128,Battery Smart Swap Station-0128,BatterySmart,"Shop-E-49/K 118 Janta majdoor colony Road no-65 Near police Booth, Delhi-110053",28.6875,77.276703,New Delhi,India,10:00:00 AM,10:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110053,east-delhi,,,,,,,,
BatterySmart-0132,Battery Smart Swap Station-0132,BatterySmart,"C-246, Dada Dev colony, Dwarka Sec -7, New Delhi - 110075",28.5835,77.0756,New Delhi,India,10:00:00 AM,8:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110075,south-west-delhi,,,,,,,,
BatterySmart-0133,Battery Smart Swap Station-0133,BatterySmart,"Shop no.9, MCD Market, Nimri Colony, Ashok vihar Phase-4, Delhi-110052",28.688299,77.173599,New Delhi,India,8:00:00 AM,8:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110052,north-west-delhi,,,,,,,,
BatterySmart-0134,Battery Smart Swap Station-0134,BatterySmart,"RGZ-62A, Nihal vihar, ND-110041",28.674299,77.070801,New Delhi,India,10:00:00 AM,8:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110041,west-delhi,,,,,,,,
BatterySmart-0135,Battery Smart Swap Station-0135,BatterySmart,"H-206/3A,Shop no. 4, Opposite to Gurudwara, New Seelampur, Delhi-110093",28.677601,77.266899,New Delhi,India,9:00:00 AM,8:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110093,east-delhi,,,,,,,,
BatterySmart-0136,Battery Smart Swap Station-0136,BatterySmart,"Rajouri Garden Metro Station, Pink Line",28.6563,77.123901,New Delhi,India,8:00:00 AM,8:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110027,west-delhi,,,,,,,,
BatterySmart-0138,Battery Smart Swap Station-0138,BatterySmart,D10/15 D-Block Gali no-10 Gamri Extension Delhi-110053,28.705299,77.255501,New Delhi,India,9:00:00 AM,9:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110053,east-delhi,,,,,,,,
BatterySmart-0139,Battery Smart Swap Station-0139,BatterySmart,"B-89, Fateh Nager,Near Post office, Jail Road, Delhi-110018",28.645458,77.09539,New Delhi,India,8:00:00 AM,8:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110018,west-delhi,,,,,,,,
BatterySmart-0140,Battery Smart Swap Station-0140,BatterySmart,"Smart E, Dwarka Sector 10, Metro station",28.587299,77.057503,New Delhi,India,8:00:00 AM,8:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110075,south-west-delhi,,,,,,,,
BatterySmart-0142,Battery Smart Swap Station-0142,BatterySmart,"C-5 Madanpur Khadar extension, Near gas plant sarita vihar, Delhi -110076",28.5401,77.309898,New Delhi,India,6:00:00 AM,8:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110076,south-delhi,,,,,,,,
BatterySmart-0144,Battery Smart Swap Station-0144,BatterySmart,"KH No. 414, Vill Shahbad Daulatpur, New Delhi-110042",28.751801,77.110802,New Delhi,India,5:00:00 AM,12:00:00 PM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110042,north-west-delhi,,,,,,,,
BatterySmart-0145,Battery Smart Swap Station-0145,BatterySmart,"WZ 360, Shakurpur Village near Yadav Market, New Delhi-110034",28.690399,77.141296,New Delhi,India,5:00:00 AM,12:00:00 PM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110034,north-west-delhi,,,,,,,,
BatterySmart-0147,Battery Smart Swap Station-0147,BatterySmart,"House no. 19/22/1 ground floor, west moti bagh, sarai rohilla , ND 110035",28.673401,77.183197,New Delhi,India,8:00:00 AM,8:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110035,north-west-delhi,,,,,,,,
BatterySmart-0148,Battery Smart Swap Station-0148,BatterySmart,"House no. 122 and 123 kh no. 100/28 ground floor village rajpura sector 9 rohini, Nd. 110085",28.716166,77.124069,New Delhi,India,7:00:00 AM,10:00:00 PM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110085,north-delhi,,,,,,,,
BatterySmart-0149,Battery Smart Swap Station-0149,BatterySmart,"Plot No.4 DDA complex Basement parking nirman vihar ,V3 S Mall",28.6443,77.284897,New Delhi,India,9:00:00 AM,9:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110092,east-delhi,,,,,,,,
BatterySmart-0150,Battery Smart Swap Station-0150,BatterySmart,"Pahalwan chowk,Nafiz road, Sabji Mandi, Oakhla, South Delhi- 110025",28.576401,77.287102,New Delhi,India,9:00:00 AM,8:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110025,south-delhi,,,,,,,,
BatterySmart-0151,Battery Smart Swap Station-0151,BatterySmart,"H.no- 175, gali no. 06,Shahid bhagat singh, near toll tax",28.7377,77.259499,New Delhi,India,9:00:00 AM,8:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110094,north-east-delhi,,,,,,,,
BatterySmart-0152,Battery Smart Swap Station-0152,BatterySmart,"3/119, Shubhash Nagar New Delhi, 110027",28.6402,77.113297,New Delhi,India,9:00:00 AM,9:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110027,west-delhi,,,,,,,,
BatterySmart-0154,Battery Smart Swap Station-0154,BatterySmart,"G block-154, Nangli Dairy, Najafgarh, Delhi-110043",28.628201,77.016403,New Delhi,India,7:00:00 AM,7:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110043,south-west-delhi,,,,,,,,
BatterySmart-0155,Battery Smart Swap Station-0155,BatterySmart,"RZB-161, nihal vihar , ND -110041",28.673,77.076202,New Delhi,India,9:00:00 AM,8:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110041,west-delhi,,,,,,,,
BatterySmart-0157,Battery Smart Swap Station-0157,BatterySmart,"Jahangirpuri H Block, Shop no. 12, DDA Market, New Delhi, 110033",28.727501,77.168602,New Delhi,India,7:00:00 AM,8:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110033,north-west-delhi,,,,,,,,
BatterySmart-0158,Battery Smart Swap Station-0158,BatterySmart,"K Block, Shop no, 1001,Jahangirpuri, New Delhi, 110033",28.7463,77.169899,New Delhi,India,7:00:00 AM,8:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110033,north-west-delhi,,,,,,,,
BatterySmart-0159,Battery Smart Swap Station-0159,BatterySmart,"C-306, Near Tayyab masjid, Shaheen bagh, Delhi-1100025",28.5527,77.3022,New Delhi,India,7:00:00 AM,8:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,100025,,,,,,,,,
BatterySmart-0161,Battery Smart Swap Station-0161,BatterySmart,Shahdara Smart- E,28.679701,77.290497,New Delhi,India,7:00:00 AM,11:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110032,east-delhi,,,,,,,,
BatterySmart-0162,Battery Smart Swap Station-0162,BatterySmart,Dilshad Garden Smart- E.,28.681385,77.32103,New Delhi,India,7:00:00 AM,11:00:00 AM,https://www.batterysmart.in/static/media/logo.1bdde96cc73f06286195.png,staffed,Cash/UPI,"[""8055300400""]",battery_swapping,110095,east-delhi,,,,,,,,
